"subid","trial","offer_other","offer_self","RT","dec","emotion","party"
"117","24","7","13","0.959","0","2","2"
"117","25","7","13","0.415","0","2","2"
"117","26","10","10","0.428","0","1","2"
"117","27","2","18","1.494","0","3","2"
"117","28","7","13","0.424","0","3","2"
"117","29","4","16","0.810","1","2","2"
"117","30","4","16","0.911","0","3","2"
"117","31","10","10","0.405","0","1","2"
"117","32","10","10","0.417","0","1","2"
"117","33","7","13","2.542","0","3","2"
"117","34","7","13","0.522","0","3","2"
"117","35","10","10","1.004","0","1","2"
"117","36","2","18","1.088","1","2","2"
"117","37","10","10","0.487","0","1","2"
"117","38","4","16","0.541","1","2","2"
"117","39","4","16","0.409","0","3","2"
"117","40","7","13","0.469","1","2","2"
"126","1","4","16","0.706","3","3","3"
"126","2","2","18","0.937","3","2","3"
"126","3","2","18","0.579","2","3","3"
"126","4","2","18","1.605","2","3","3"
"126","5","2","18","0.473","3","2","3"
"126","6","10","10","0.360","0","1","3"
"126","7","7","13","1.052","2","2","3"
"126","8","10","10","0.602","0","1","3"
"126","9","4","16","0.448","3","3","3"
"126","10","7","13","0.750","2","2","3"
"126","11","10","10","0.433","0","1","3"
"126","12","4","16","0.640","3","2","3"
"126","13","7","13","0.759","2","2","3"
"126","14","4","16","0.675","3","2","3"
"126","15","7","13","1.413","2","3","3"
"126","16","7","13","0.373","1","3","3"
"126","17","2","18","0.578","3","2","3"
"126","18","2","18","0.580","3","3","3"
"126","19","2","18","2.195","3","2","3"
"126","20","7","13","0.585","2","3","3"
"126","21","10","10","0.404","0","1","3"
"126","22","4","16","1.155","2","3","3"
"126","23","2","18","0.889","3","3","3"
"126","24","2","18","0.789","3","3","3"
"126","25","7","13","0.713","2","2","3"
"126","26","10","10","0.591","0","1","3"
"126","27","10","10","0.452","0","1","3"
"126","28","4","16","1.450","3","2","3"
"126","29","10","10","0.539","0","1","3"
"126","30","10","10","0.529","0","1","3"
"126","31","7","13","0.460","0","3","3"
"126","32","4","16","0.558","3","3","3"
"126","33","10","10","0.343","0","1","3"
"126","34","4","16","0.786","3","2","3"
"126","35","10","10","0.450","0","1","3"
"126","36","2","18","0.915","3","2","3"
"126","37","4","16","0.458","3","2","3"
"126","38","4","16","0.440","3","3","3"
"126","39","7","13","0.458","1","3","3"
"126","40","7","13","1.279","1","2","3"
"126","1","7","13","0.660","2","2","2"
"126","2","2","18","0.475","3","2","2"
"126","3","10","10","0.387","0","1","2"
"126","4","4","16","0.578","3","3","2"
"126","5","2","18","0.469","3","3","2"
"126","6","4","16","0.480","3","2","2"
"126","7","2","18","0.942","3","3","2"
"126","8","4","16","0.579","3","2","2"
"126","9","10","10","0.408","0","1","2"
"126","10","4","16","0.344","2","3","2"
"126","11","7","13","1.740","2","2","2"
"126","12","2","18","0.719","3","3","2"
"126","13","7","13","0.851","2","2","2"
"126","14","10","10","0.652","0","1","2"
"126","15","2","18","0.429","3","2","2"
"126","16","4","16","0.420","3","2","2"
"126","17","2","18","0.441","3","2","2"
"126","18","10","10","0.372","0","1","2"
"126","19","2","18","0.672","3","3","2"
"126","20","4","16","0.373","3","2","2"
"126","21","10","10","0.511","0","1","2"
"126","22","7","13","0.515","2","2","2"
"126","23","4","16","0.630","3","3","2"
"126","24","7","13","0.509","2","3","2"
"126","25","10","10","0.757","0","1","2"
"126","26","10","10","0.490","0","1","2"
"126","27","2","18","1.276","3","3","2"
"126","28","7","13","0.582","2","3","2"
"126","29","4","16","0.504","3","2","2"
"126","30","4","16","2.181","3","3","2"
"126","31","10","10","0.388","0","1","2"
"126","32","7","13","0.727","2","3","2"
"126","33","7","13","0.628","2","3","2"
"126","34","7","13","0.840","2","2","2"
"126","35","10","10","0.538","0","1","2"
"126","36","2","18","1.134","3","2","2"
"126","37","7","13","0.397","1","3","2"
"126","38","2","18","0.428","3","2","2"
"126","39","4","16","0.608","3","3","2"
"126","40","10","10","0.459","0","1","2"
"126","1","7","13","0.654","2","2","3"
"126","2","4","16","0.434","3","3","3"
"126","3","10","10","0.462","0","1","3"
"126","4","10","10","0.441","0","1","3"
"126","5","2","18","0.471","3","3","3"
"126","6","7","13","1.661","2","2","3"
"126","7","2","18","0.461","3","2","3"
"126","8","7","13","0.410","2","3","3"
"126","9","2","18","0.627","3","3","3"
"126","10","2","18","0.480","3","2","3"
"126","11","4","16","0.425","2","3","3"
"126","12","4","16","0.454","3","2","3"
"126","13","2","18","0.674","3","3","3"
"126","14","4","16","0.733","3","2","3"
"126","15","4","16","0.463","2","3","3"
"126","16","10","10","0.957","0","1","3"
"126","17","7","13","0.997","2","2","3"
"126","18","7","13","0.488","0","3","3"
"126","19","10","10","0.359","0","1","3"
"126","20","2","18","0.954","3","2","3"
"126","21","10","10","0.481","0","1","3"
"126","22","2","18","0.528","3","2","3"
"126","23","7","13","1.405","2","2","3"
"126","24","4","16","0.295","3","2","3"
"126","25","2","18","0.692","3","3","3"
"126","26","10","10","0.580","0","1","3"
"126","27","2","18","0.481","3","3","3"
"126","28","4","16","0.369","2","3","3"
"126","29","7","13","0.458","2","3","3"
"126","30","4","16","0.462","3","3","3"
"126","31","7","13","0.360","0","3","3"
"126","32","10","10","0.478","0","1","3"
"126","33","4","16","0.385","3","2","3"
"126","34","10","10","0.362","0","1","3"
"126","35","2","18","0.571","3","2","3"
"126","36","10","10","0.398","0","1","3"
"126","37","4","16","1.213","3","2","3"
"126","38","10","10","0.559","0","1","3"
"126","39","7","13","1.030","0","2","3"
"126","40","7","13","0.558","2","3","3"
"126","1","7","13","0.429","2","2","2"
"126","2","4","16","0.562","2","3","2"
"126","3","2","18","0.453","3","2","2"
"126","4","10","10","0.303","0","1","2"
"126","5","10","10","0.602","0","1","2"
"126","6","4","16","0.449","3","2","2"
"126","7","2","18","0.305","3","3","2"
"126","8","7","13","0.525","0","3","2"
"126","9","10","10","0.617","0","1","2"
"126","10","2","18","0.472","3","3","2"
"126","11","7","13","1.043","2","2","2"
"126","12","10","10","0.399","0","1","2"
"126","13","10","10","0.695","0","1","2"
"126","14","4","16","0.502","3","3","2"
"126","15","7","13","0.692","2","2","2"
"126","16","4","16","0.588","3","2","2"
"126","17","2","18","0.444","3","3","2"
"126","18","2","18","0.376","3","2","2"
"126","19","4","16","0.483","3","2","2"
"126","20","7","13","0.549","0","3","2"
"126","21","7","13","0.924","2","3","2"
"126","22","2","18","0.492","3","2","2"
"126","23","2","18","1.428","2","3","2"
"126","24","10","10","0.403","0","1","2"
"126","25","10","10","0.573","0","1","2"
"126","26","4","16","0.602","2","3","2"
"126","27","4","16","0.499","3","2","2"
"126","28","10","10","0.401","0","1","2"
"126","29","2","18","0.412","3","3","2"
"126","30","7","13","0.375","0","3","2"
"126","31","4","16","0.795","3","2","2"
"126","32","4","16","0.483","3","3","2"
"126","33","4","16","0.674","3","3","2"
"126","34","7","13","0.460","2","2","2"
"126","35","7","13","1.083","2","3","2"
"126","36","10","10","0.373","0","1","2"
"126","37","2","18","0.464","3","2","2"
"126","38","7","13","0.413","2","2","2"
"126","39","10","10","0.533","0","1","2"
"126","40","2","18","0.395","3","2","2"
"104","1","4","16","0.572","3","3","2"
"104","2","7","13","0.549","0","3","2"
"104","3","10","10","0.611","0","1","2"
"104","4","2","18","0.000","0","2","2"
"104","5","7","13","0.528","0","3","2"
"104","6","10","10","0.833","0","1","2"
"104","7","2","18","0.596","3","3","2"
"104","8","7","13","1.897","1","2","2"
"104","9","2","18","0.523","1","3","2"
"104","10","4","16","0.498","2","3","2"
"104","11","2","18","0.508","1","3","2"
"104","12","7","13","0.419","2","2","2"
"104","13","2","18","0.799","3","2","2"
"104","14","10","10","1.254","0","1","2"
"104","15","4","16","0.578","3","3","2"
"104","16","10","10","0.523","0","1","2"
"104","17","2","18","0.555","3","3","2"
"104","18","4","16","1.227","3","2","2"
"104","19","4","16","0.556","3","2","2"
"104","20","7","13","0.491","0","3","2"
"104","21","2","18","0.502","3","2","2"
"104","22","10","10","0.531","0","1","2"
"104","23","7","13","0.436","0","2","2"
"104","24","2","18","0.000","0","2","2"
"104","25","7","13","0.569","0","3","2"
"104","26","10","10","0.424","0","1","2"
"104","27","10","10","0.576","0","1","2"
"104","28","4","16","0.619","3","2","2"
"104","29","7","13","0.451","2","2","2"
"104","30","10","10","1.052","0","1","2"
"104","31","4","16","0.954","3","2","2"
"104","32","2","18","0.625","3","3","2"
"104","33","2","18","0.640","3","2","2"
"104","34","4","16","1.187","3","3","2"
"104","35","4","16","0.523","3","2","2"
"104","36","4","16","0.485","3","3","2"
"104","37","7","13","1.320","2","3","2"
"104","38","10","10","0.519","0","1","2"
"104","39","7","13","0.972","0","2","2"
"104","40","10","10","0.796","0","1","2"
"104","1","10","10","0.729","0","1","3"
"104","2","7","13","0.507","0","2","3"
"104","3","4","16","0.740","3","3","3"
"104","4","2","18","0.659","0","2","3"
"104","5","2","18","0.661","0","3","3"
"104","6","10","10","0.724","0","1","3"
"104","7","7","13","0.443","0","3","3"
"104","8","4","16","0.787","0","2","3"
"104","9","4","16","0.478","3","2","3"
"104","10","10","10","0.597","0","1","3"
"104","11","2","18","0.542","0","3","3"
"104","12","4","16","0.413","0","3","3"
"104","13","2","18","0.410","0","3","3"
"104","14","7","13","0.701","0","3","3"
"104","15","2","18","1.991","0","2","3"
"104","16","10","10","0.514","0","1","3"
"104","17","7","13","1.736","2","3","3"
"104","18","4","16","0.376","3","2","3"
"104","19","2","18","0.712","0","2","3"
"104","20","2","18","1.242","0","3","3"
"104","21","10","10","0.327","0","1","3"
"104","22","4","16","0.386","3","3","3"
"104","23","10","10","0.474","0","1","3"
"104","24","10","10","0.632","0","1","3"
"104","25","7","13","0.448","0","2","3"
"104","26","4","16","0.677","0","2","3"
"104","27","7","13","0.724","0","2","3"
"104","28","2","18","0.761","0","3","3"
"104","29","7","13","0.782","0","2","3"
"104","30","7","13","0.570","0","2","3"
"104","31","4","16","0.653","0","2","3"
"104","32","10","10","0.739","0","1","3"
"104","33","2","18","0.413","0","2","3"
"104","34","2","18","0.628","0","2","3"
"104","35","7","13","0.615","0","3","3"
"104","36","10","10","0.715","0","1","3"
"104","37","4","16","0.373","0","3","3"
"104","38","4","16","0.434","0","3","3"
"104","39","10","10","0.859","0","1","3"
"104","40","7","13","0.442","0","3","3"
"104","1","2","18","0.856","3","2","2"
"104","2","2","18","0.553","3","2","2"
"104","3","4","16","0.413","3","3","2"
"104","4","7","13","0.811","2","3","2"
"104","5","2","18","0.868","3","3","2"
"104","6","10","10","0.531","0","1","2"
"104","7","2","18","0.663","3","3","2"
"104","8","7","13","0.759","2","3","2"
"104","9","10","10","0.922","0","1","2"
"104","10","7","13","0.556","2","2","2"
"104","11","10","10","0.001","0","1","2"
"104","12","4","16","0.619","3","3","2"
"104","13","7","13","0.501","2","2","2"
"104","14","10","10","0.246","0","1","2"
"104","15","4","16","1.441","2","2","2"
"104","16","4","16","0.441","3","2","2"
"104","17","2","18","1.358","3","3","2"
"104","18","7","13","0.551","2","2","2"
"104","19","10","10","0.484","0","1","2"
"104","20","4","16","0.429","3","3","2"
"104","21","2","18","0.514","3","3","2"
"104","22","7","13","1.265","2","3","2"
"104","23","10","10","0.000","0","1","2"
"104","24","2","18","0.444","3","2","2"
"104","25","7","13","0.624","2","3","2"
"104","26","2","18","0.515","3","2","2"
"104","27","4","16","0.419","3","2","2"
"104","28","2","18","0.414","3","3","2"
"104","29","10","10","0.705","0","1","2"
"104","30","10","10","0.634","0","1","2"
"104","31","7","13","0.574","2","3","2"
"104","32","4","16","0.347","3","2","2"
"104","33","7","13","0.387","2","2","2"
"104","34","7","13","0.030","2","2","2"
"104","35","4","16","1.622","3","3","2"
"104","36","2","18","0.752","3","2","2"
"104","37","10","10","0.438","0","1","2"
"104","38","4","16","1.028","3","3","2"
"104","39","10","10","0.467","0","1","2"
"104","40","4","16","1.402","3","2","2"
"104","1","7","13","0.518","0","2","3"
"104","2","10","10","0.663","0","1","3"
"104","3","10","10","0.356","0","1","3"
"104","4","7","13","0.361","0","2","3"
"104","5","4","16","0.625","0","3","3"
"104","6","2","18","0.358","0","2","3"
"104","7","4","16","0.535","0","2","3"
"104","8","10","10","0.592","0","1","3"
"104","9","7","13","0.617","0","3","3"
"104","10","2","18","0.447","0","3","3"
"104","11","2","18","0.983","0","3","3"
"104","12","4","16","0.401","0","2","3"
"104","13","2","18","0.405","0","2","3"
"104","14","4","16","0.482","0","3","3"
"104","15","4","16","0.719","0","2","3"
"104","16","2","18","1.253","0","2","3"
"104","17","2","18","0.625","0","3","3"
"104","18","10","10","0.672","0","1","3"
"104","19","7","13","0.473","0","3","3"
"104","20","2","18","0.450","0","3","3"
"104","21","4","16","0.430","0","2","3"
"104","22","7","13","0.702","0","3","3"
"104","23","10","10","0.355","0","1","3"
"104","24","4","16","0.551","0","2","3"
"104","25","7","13","0.446","0","3","3"
"104","26","4","16","0.768","0","3","3"
"104","27","10","10","0.420","0","1","3"
"104","28","2","18","0.572","0","3","3"
"104","29","7","13","0.499","0","3","3"
"104","30","4","16","0.486","0","3","3"
"104","31","10","10","0.459","0","1","3"
"104","32","10","10","0.442","0","1","3"
"104","33","10","10","0.519","0","1","3"
"104","34","2","18","0.504","0","2","3"
"104","35","2","18","0.633","0","2","3"
"104","36","4","16","0.505","0","3","3"
"104","37","7","13","0.430","0","2","3"
"104","38","7","13","0.504","0","2","3"
"104","39","7","13","0.694","0","2","3"
"104","40","10","10","0.433","0","1","3"
"107","1","10","10","0.821","0","1","2"
"107","2","4","16","0.658","3","3","2"
"107","3","7","13","0.725","2","2","2"
"107","4","7","13","0.736","2","3","2"
"107","5","2","18","0.582","3","3","2"
"107","6","10","10","0.764","0","1","2"
"107","7","2","18","0.788","3","2","2"
"107","8","10","10","0.640","0","1","2"
"107","9","2","18","0.898","3","3","2"
"107","10","4","16","0.607","3","2","2"
"107","11","4","16","0.912","3","3","2"
"107","12","4","16","0.501","3","2","2"
"107","13","2","18","0.841","3","3","2"
"107","14","2","18","0.852","3","2","2"
"107","15","2","18","0.510","3","3","2"
"107","16","10","10","0.620","0","1","2"
"107","17","7","13","0.684","2","2","2"
"107","18","7","13","1.103","2","2","2"
"107","19","10","10","1.502","0","1","2"
"107","20","4","16","0.000","0","2","2"
"107","21","7","13","0.640","2","3","2"
"107","22","2","18","0.000","0","2","2"
"107","23","7","13","0.748","2","3","2"
"107","24","4","16","0.574","3","2","2"
"107","25","4","16","0.852","3","3","2"
"107","26","10","10","1.043","0","1","2"
"107","27","2","18","1.072","3","3","2"
"107","28","4","16","1.616","3","3","2"
"107","29","10","10","0.954","0","1","2"
"107","30","4","16","1.510","0","3","2"
"107","31","7","13","0.000","0","2","2"
"107","32","10","10","0.687","0","1","2"
"107","33","4","16","0.456","3","2","2"
"107","34","7","13","1.777","2","2","2"
"107","35","2","18","0.658","3","2","2"
"107","36","10","10","0.000","0","1","2"
"107","37","2","18","1.196","3","2","2"
"107","38","7","13","0.918","2","3","2"
"107","39","7","13","0.781","2","3","2"
"107","40","10","10","0.981","0","1","2"
"107","1","10","10","1.214","0","1","3"
"107","2","4","16","0.787","3","3","3"
"107","3","2","18","0.623","3","2","3"
"107","4","7","13","1.296","2","3","3"
"107","5","7","13","0.539","2","2","3"
"107","6","2","18","1.123","3","2","3"
"107","7","2","18","0.538","3","3","3"
"107","8","10","10","0.478","0","1","3"
"107","9","7","13","0.531","2","3","3"
"107","10","2","18","0.698","3","3","3"
"107","11","7","13","0.773","2","3","3"
"107","12","10","10","1.240","2","1","3"
"107","13","10","10","0.504","0","1","3"
"107","14","4","16","1.119","3","3","3"
"107","15","7","13","1.390","2","2","3"
"107","16","4","16","0.718","3","2","3"
"107","17","2","18","1.094","3","3","3"
"107","18","4","16","0.345","3","2","3"
"107","19","2","18","0.549","3","2","3"
"107","20","10","10","0.975","0","1","3"
"107","21","7","13","0.477","2","2","3"
"107","22","2","18","0.989","3","2","3"
"107","23","4","16","1.046","3","3","3"
"107","24","10","10","2.436","0","1","3"
"107","25","7","13","0.670","2","2","3"
"107","26","2","18","2.435","3","3","3"
"107","27","4","16","0.621","3","2","3"
"107","28","10","10","0.562","0","1","3"
"107","29","2","18","0.686","3","3","3"
"107","30","10","10","1.425","0","1","3"
"107","31","4","16","1.006","3","2","3"
"107","32","4","16","0.277","3","3","3"
"107","33","4","16","0.532","3","3","3"
"107","34","7","13","1.733","2","3","3"
"107","35","7","13","1.141","2","3","3"
"107","36","10","10","1.462","0","1","3"
"107","37","2","18","0.530","3","2","3"
"107","38","10","10","0.527","0","1","3"
"107","39","7","13","0.479","2","2","3"
"107","40","4","16","0.541","3","2","3"
"107","1","4","16","0.634","3","3","2"
"107","2","10","10","0.675","0","1","2"
"107","3","7","13","0.809","2","3","2"
"107","4","2","18","1.078","3","2","2"
"107","5","10","10","0.573","1","1","2"
"107","6","7","13","1.230","2","3","2"
"107","7","2","18","0.986","3","3","2"
"107","8","10","10","0.663","0","1","2"
"107","9","2","18","0.625","3","3","2"
"107","10","4","16","0.896","3","3","2"
"107","11","2","18","0.529","3","3","2"
"107","12","7","13","0.512","2","2","2"
"107","13","4","16","0.596","3","2","2"
"107","14","10","10","0.699","0","1","2"
"107","15","2","18","1.176","3","3","2"
"107","16","7","13","0.457","2","3","2"
"107","17","4","16","0.497","3","3","2"
"107","18","4","16","0.641","3","2","2"
"107","19","2","18","1.874","3","2","2"
"107","20","10","10","0.560","0","1","2"
"107","21","4","16","0.515","3","2","2"
"107","22","10","10","0.952","0","1","2"
"107","23","7","13","0.609","2","2","2"
"107","24","2","18","1.043","3","2","2"
"107","25","7","13","1.174","2","3","2"
"107","26","10","10","0.710","0","1","2"
"107","27","10","10","0.757","0","1","2"
"107","28","4","16","1.160","3","2","2"
"107","29","7","13","0.480","2","2","2"
"107","30","7","13","0.617","2","2","2"
"107","31","4","16","0.479","3","2","2"
"107","32","2","18","1.207","3","3","2"
"107","33","2","18","0.493","3","2","2"
"107","34","4","16","0.816","3","3","2"
"107","35","2","18","0.616","3","2","2"
"107","36","4","16","0.946","3","3","2"
"107","37","7","13","0.429","2","3","2"
"107","38","10","10","0.611","0","1","2"
"107","39","10","10","0.593","0","1","2"
"107","40","7","13","0.514","2","2","2"
"107","1","7","13","2.733","3","2","3"
"107","2","10","10","0.001","2","1","3"
"107","3","4","16","0.520","3","3","3"
"107","4","2","18","0.527","3","2","3"
"107","5","2","18","0.576","3","3","3"
"107","6","7","13","0.737","2","3","3"
"107","7","7","13","0.543","2","3","3"
"107","8","2","18","0.655","3","2","3"
"107","9","4","16","0.873","3","2","3"
"107","10","10","10","0.529","3","1","3"
"107","11","2","18","0.826","3","3","3"
"107","12","4","16","0.576","3","3","3"
"107","13","2","18","0.550","3","3","3"
"107","14","10","10","0.912","0","1","3"
"107","15","4","16","0.498","3","2","3"
"107","16","7","13","1.015","2","2","3"
"107","17","10","10","0.820","0","1","3"
"107","18","2","18","0.548","3","2","3"
"107","19","2","18","0.540","3","2","3"
"107","20","4","16","0.718","3","3","3"
"107","21","10","10","0.971","0","1","3"
"107","22","2","18","1.309","3","3","3"
"107","23","7","13","0.374","2","3","3"
"107","24","10","10","0.731","0","1","3"
"107","25","7","13","0.515","2","2","3"
"107","26","4","16","0.529","3","2","3"
"107","27","10","10","0.656","0","1","3"
"107","28","2","18","0.541","3","3","3"
"107","29","7","13","0.426","2","3","3"
"107","30","7","13","0.813","2","2","3"
"107","31","4","16","0.481","3","2","3"
"107","32","10","10","0.358","0","1","3"
"107","33","2","18","0.529","3","2","3"
"107","34","4","16","0.815","3","2","3"
"107","35","7","13","0.498","2","2","3"
"107","36","10","10","0.518","0","1","3"
"107","37","4","16","0.544","3","3","3"
"107","38","4","16","0.389","3","3","3"
"107","39","7","13","0.814","2","3","3"
"107","40","10","10","0.646","0","1","3"
"101","1","2","18","0.662","3","2","3"
"101","2","4","16","1.942","3","2","3"
"101","3","4","16","1.874","2","3","3"
"101","4","10","10","2.128","2","1","3"
"101","5","2","18","0","0","3","3"
"101","6","7","13","0","0","2","3"
"101","7","2","18","1.332","3","3","3"
"101","8","10","10","0.589","0","1","3"
"101","9","7","13","0","0","3","3"
"101","10","7","13","1.29","3","2","3"
"101","11","10","10","0","0","1","3"
"101","12","4","16","0","0","3","3"
"101","13","10","10","0","0","1","3"
"101","14","10","10","0.755","0","1","3"
"101","15","4","16","0.606","3","2","3"
"101","16","2","18","1.598","3","2","3"
"101","17","2","18","0.883","3","3","3"
"101","18","7","13","1.228","3","3","3"
"101","19","7","13","0","0","2","3"
"101","20","2","18","2.762","3","3","3"
"101","21","4","16","0","0","3","3"
"101","22","10","10","0.645","3","1","3"
"101","23","10","10","0","0","1","3"
"101","24","4","16","0","0","2","3"
"101","25","7","13","0","0","3","3"
"101","26","2","18","0.392","3","2","3"
"101","27","4","16","0","0","2","3"
"101","28","2","18","0.851","3","3","3"
"101","29","7","13","0.614","1","2","3"
"101","30","10","10","0","0","1","3"
"101","31","7","13","1.283","3","3","3"
"101","32","4","16","0.576","2","2","3"
"101","33","7","13","0.623","1","3","3"
"101","34","10","10","0.331","0","1","3"
"101","35","4","16","0.882","3","3","3"
"101","36","2","18","0.485","3","2","3"
"101","37","10","10","0.763","0","1","3"
"101","38","4","16","0.465","3","3","3"
"101","39","7","13","0.592","2","2","3"
"101","40","2","18","0","0","2","3"
"101","1","10","10","1.357","0","1","2"
"101","2","7","13","0.557","2","3","2"
"101","3","7","13","0.979","2","3","2"
"101","4","10","10","0.847","1","1","2"
"101","5","4","16","0.968","2","3","2"
"101","6","2","18","1.316","2","2","2"
"101","7","2","18","2.221","2","2","2"
"101","8","7","13","2.566","3","3","2"
"101","9","7","13","0","0","2","2"
"101","10","2","18","0.701","3","3","2"
"101","11","2","18","0.557","3","3","2"
"101","12","4","16","0.558","3","2","2"
"101","13","4","16","0.699","3","2","2"
"101","14","4","16","0.496","3","3","2"
"101","15","2","18","1.237","3","2","2"
"101","16","2","18","0.827","3","2","2"
"101","17","2","18","0.55","3","3","2"
"101","18","10","10","0.639","1","1","2"
"101","19","7","13","0.543","2","3","2"
"101","20","4","16","2.183","2","3","2"
"101","21","4","16","0.612","3","2","2"
"101","22","7","13","0.54","2","2","2"
"101","23","10","10","0.801","0","1","2"
"101","24","4","16","1.117","3","2","2"
"101","25","7","13","0.516","2","2","2"
"101","26","2","18","1.397","2","3","2"
"101","27","10","10","0.594","0","1","2"
"101","28","2","18","0.506","2","3","2"
"101","29","10","10","0.928","0","1","2"
"101","30","4","16","0.523","3","3","2"
"101","31","7","13","0.817","2","2","2"
"101","32","10","10","0.44","3","1","2"
"101","33","10","10","0.548","0","1","2"
"101","34","2","18","0.645","3","2","2"
"101","35","4","16","1.319","3","2","2"
"101","36","4","16","1.047","3","3","2"
"101","37","10","10","0.388","0","1","2"
"101","38","10","10","0.477","1","1","2"
"101","39","7","13","0.356","2","2","2"
"101","40","7","13","0.519","2","3","2"
"101","1","4","16","0.733","2","3","3"
"101","2","2","18","0.883","2","2","3"
"101","3","2","18","0.55","2","3","3"
"101","4","2","18","0.328","3","3","3"
"101","5","4","16","0.556","2","2","3"
"101","6","7","13","0.611","1","2","3"
"101","7","10","10","1.239","0","1","3"
"101","8","7","13","0.493","1","3","3"
"101","9","4","16","0.427","2","3","3"
"101","10","10","10","0.594","0","1","3"
"101","11","10","10","0","0","1","3"
"101","12","4","16","0.412","3","2","3"
"101","13","10","10","0.531","2","1","3"
"101","14","2","18","0","0","2","3"
"101","15","7","13","0.72","2","2","3"
"101","16","7","13","0","0","3","3"
"101","17","4","16","0.502","3","2","3"
"101","18","2","18","0.343","2","3","3"
"101","19","2","18","0","0","2","3"
"101","20","7","13","0.7","1","3","3"
"101","21","10","10","0.504","0","1","3"
"101","22","2","18","0","0","3","3"
"101","23","4","16","0.643","3","3","3"
"101","24","2","18","0.464","3","3","3"
"101","25","7","13","1.348","2","3","3"
"101","26","10","10","0","0","1","3"
"101","27","10","10","0.623","0","1","3"
"101","28","4","16","0.838","2","2","3"
"101","29","7","13","1.469","3","2","3"
"101","30","7","13","0.645","2","2","3"
"101","31","10","10","0.543","0","1","3"
"101","32","4","16","0.449","2","3","3"
"101","33","10","10","0","0","1","3"
"101","34","4","16","0.63","2","2","3"
"101","35","7","13","0","0","2","3"
"101","36","2","18","0.51","3","2","3"
"101","37","2","18","0.558","3","2","3"
"101","38","4","16","0.419","2","3","3"
"101","39","7","13","1.685","2","3","3"
"101","40","10","10","0.451","2","1","3"
"101","1","10","10","0.898","0","1","2"
"101","2","2","18","0.593","3","2","2"
"101","3","7","13","0.625","1","3","2"
"101","4","4","16","1.079","2","3","2"
"101","5","2","18","2.067","2","3","2"
"101","6","2","18","1.189","3","2","2"
"101","7","2","18","0.348","3","3","2"
"101","8","4","16","0.633","2","2","2"
"101","9","7","13","0.438","1","2","2"
"101","10","4","16","0.517","2","3","2"
"101","11","7","13","0.538","1","3","2"
"101","12","2","18","0.356","3","3","2"
"101","13","10","10","0.441","0","1","2"
"101","14","7","13","0.69","1","2","2"
"101","15","4","16","0.483","3","2","2"
"101","16","2","18","0","0","2","2"
"101","17","2","18","0.622","3","2","2"
"101","18","10","10","0.337","0","1","2"
"101","19","4","16","0.574","3","3","2"
"101","20","4","16","0.586","3","2","2"
"101","21","10","10","0.468","0","1","2"
"101","22","10","10","1.105","0","1","2"
"101","23","2","18","0.541","3","3","2"
"101","24","7","13","0.427","2","2","2"
"101","25","7","13","0.459","2","3","2"
"101","26","10","10","0.544","0","1","2"
"101","27","2","18","0.625","3","3","2"
"101","28","7","13","0.5","2","3","2"
"101","29","4","16","0.414","2","2","2"
"101","30","4","16","0.348","3","3","2"
"101","31","10","10","0.689","0","1","2"
"101","32","10","10","0.612","0","1","2"
"101","33","7","13","0.418","1","2","2"
"101","34","7","13","0.59","1","3","2"
"101","35","10","10","1.2","0","1","2"
"101","36","2","18","0.908","2","2","2"
"101","37","10","10","0.419","0","1","2"
"101","38","4","16","0.505","2","2","2"
"101","39","4","16","0.414","2","3","2"
"101","40","7","13","0.609","1","2","2"
"120","1","4","16","0.956","3","3","2"
"120","2","7","13","0.798","2","3","2"
"120","3","10","10","0.595","0","1","2"
"120","4","2","18","1.024","3","2","2"
"120","5","7","13","1.039","1","3","2"
"120","6","10","10","0.512","0","1","2"
"120","7","2","18","1.116","3","3","2"
"120","8","7","13","0.529","2","2","2"
"120","9","2","18","1.283","3","3","2"
"120","10","4","16","0.673","2","3","2"
"120","11","2","18","0.651","3","3","2"
"120","12","7","13","0.594","2","2","2"
"120","13","2","18","0.606","3","2","2"
"120","14","10","10","0.566","0","1","2"
"120","15","4","16","0.690","3","3","2"
"120","16","10","10","0.595","0","1","2"
"120","17","2","18","1.291","3","3","2"
"120","18","4","16","0.531","3","2","2"
"120","19","4","16","0.915","3","2","2"
"120","20","7","13","0.522","2","3","2"
"120","21","2","18","0.685","3","2","2"
"120","22","10","10","0.906","0","1","2"
"120","23","7","13","0.675","2","2","2"
"120","24","2","18","0.685","3","2","2"
"120","25","7","13","0.681","2","3","2"
"120","26","10","10","0.560","0","1","2"
"120","27","10","10","0.607","0","1","2"
"120","28","4","16","0.698","3","2","2"
"120","29","7","13","0.603","2","2","2"
"120","30","10","10","0.579","0","1","2"
"120","31","4","16","0.713","3","2","2"
"120","32","2","18","0.873","3","3","2"
"120","33","2","18","0.719","3","2","2"
"120","34","4","16","0.609","3","3","2"
"120","35","4","16","1.082","3","2","2"
"120","36","4","16","1.100","3","3","2"
"120","37","7","13","1.487","2","2","2"
"120","38","10","10","0.414","0","1","2"
"120","39","7","13","0.691","2","3","2"
"120","40","10","10","0.540","0","1","2"
"120","1","10","10","0.531","0","1","3"
"120","2","7","13","0.780","2","2","3"
"120","3","4","16","1.221","3","3","3"
